rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
86,Miami OH,MAC,31-1,116.62925877049003,68,107.54668001247538,149,0.7175547808248925,86,31.0,1.0,18.0,0.0,18-0,0.3447628792397769,0.2254550870197054,0.4233729387352525,0.3447628792397769,0.2254550870197054,0.4233729387352525,0.9251951604454696,0.9523621042047452,106.89163137146984,112.24192762159021,106.89163137146984,112.24192762159021,117.46649614083714,107.48850336332787,0.0,0.0,0.0,0.0,0.17079980261765682,1579.0,1401.0,1313.3874999999998,1.202234679407258,1.0667072741289225,0.0,1.0,2.4417398819968197,34,1,69.9400335076909
87,Utah Valley,WAC,25-8,112.28988003274486,111,103.57642289542497,75,0.7168523075935948,87,25.0,8.0,14.0,4.0,14-4,0.4399933069496244,0.42437588243203206,0.4360600045580776,0.4399933069496244,0.42437588243203206,0.4360600045580776,0.8828428355900415,0.8570536207280152,106.48730327521253,106.9683608786815,106.48730327521253,106.9683608786815,112.78201637242292,106.11519417115109,110.47244390555008,112.70429495660701,0.4427481262885711,2.0,0.03315344623520067,1429.0,1299.0,1276.075,1.1198401347883158,1.0179652449895187,0.0,0.7777777777777778,-2.7069362677569058,76,98,68.63047807893331
88,Colorado St.,MWC,21-12,118.12567204424955,53,109.05314333824704,183,0.7148399801878924,88,21.0,12.0,11.0,9.0,11-9,0.5880431763580564,0.43264904496249046,0.6602191035091818,0.5880431763580564,0.43264904496249046,0.6602191035091818,0.7892669957073593,0.8814088010553786,111.86186274483934,106.95976597433247,111.86186274483934,106.95976597433247,115.99470628672996,109.49037039621206,112.63406941185144,104.87968378489995,0.6942999716701298,7.0,0.05271022557306848,1438.0,1447.0,1280.5375,1.1229659420360592,1.1299942406997063,0.0,0.55,-2.9712098096991277,80,64,62.97681649461484
89,Stephen F. Austin,Slnd,28-5,112.46794425962383,109,103.96440594848568,85,0.711796655722611,89,28.0,5.0,20.0,2.0,20-2,0.3727681729079821,0.3154606190741595,0.3741442350982981,0.3727681729079821,0.3154606190741595,0.3741442350982981,0.9114405586978217,0.9249447575310429,105.23091502440109,109.73600301752566,105.23091502440109,109.73600301752566,113.29660141228258,102.39510719902235,0.0,0.0,0.0,0.0,0.07792296188468717,1650.0,1429.0,1444.3500000000004,1.1423823865406582,0.9893723820403639,0.0,0.9090909090909091,-0.8824678146890758,60,29,65.70647440462787
90,Oregon,B10,12-20,111.76393022442325,118,103.46937757502496,73,0.7082296902865219,90,12.0,20.0,5.0,15.0,5-15,0.7396841683871607,0.5578439808257714,0.8441819305509277,0.7396841683871607,0.5578439808257714,0.8441819305509277,0.6445398611552738,0.8118227574751807,116.5984626186152,103.19511452909995,116.5984626186152,103.19511452909995,111.11777379511295,103.08228922002877,112.7251600673608,106.52628794520582,0.6571118227622369,16.0,-0.04253583176054776,1331.0,1494.0,1301.6750000000002,1.0225286649893406,1.147751935006818,0.0,0.25,-6.265465942789266,125,278,65.92552491254126
91,Yale,Ivy,24-5,118.60397143680501,51,109.81638246275583,200,0.7079137005409303,91,24.69073930099912,5.309260699000882,11.0,3.0,11-3,0.42189208245623633,0.43479712833376105,0.40221666177298393,0.42517609314612564,0.43479712833376105,0.40221666177298393,0.889799889193,0.8627724675936622,108.23082574913681,109.72009632751508,108.1500292299775,109.55932143820512,112.84391992362768,106.19232250715388,121.12569307073997,123.20137989423449,0.4513043966114779,1.0,0.0940939442618065,1069.0,929.0,916.0249999999999,1.1669987172839171,1.0141644605769495,0.0,0.7857142857142857,-0.6586005009411611,57,13,64.76215082951776
92,Hofstra,CAA,24-10,113.13558016321936,98,104.92628566403727,96,0.7039714520468974,92,24.0,10.0,12.0,6.0,12-6,0.4296876787691203,0.45469597753094315,0.4011873302336933,0.4296876787691203,0.45469597753094315,0.4011873302336933,0.8876338225485175,0.8481224706241959,107.17243575860834,108.90503224366874,107.17243575860834,108.90503224366874,112.76072920478661,105.13314259847589,112.90025094148476,100.37138508834879,0.7945734151728967,1.0,-0.010121112336409999,1327.0,1190.0,1166.4750000000001,1.1376154653978867,1.0201675989626866,0.0,0.6666666666666666,-4.696220334086563,96,208,64.70963717502431
93,High Point,BSth,30-4,115.6223620553169,73,107.48371119426201,148,0.6983358402865127,93,30.0,4.0,15.0,1.0,15-1,0.27847733985580037,0.2731232247187455,0.28288252783678225,0.27847733985580037,0.2731232247187455,0.28288252783678225,0.9484401687081432,0.9474385727997846,103.23748756872811,112.54478759721805,103.23748756872811,112.54478759721805,114.64393538444057,107.77165964451778,0.0,0.0,0.0,0.0,0.04055445516830847,1382.0,1148.0,1147.0125,1.2048691709985724,1.0008609322043134,0.0,0.9375,-1.4404446813128238,66,83,69.88828752947482
94,Xavier,BE,15-18,117.21331937595019,62,109.20530283427046,187,0.692920326111071,94,15.0,18.0,6.0,14.0,6-14,0.7167679590462747,0.5396673966568928,0.8002873243381072,0.7167679590462747,0.5396673966568928,0.8002873243381072,0.6808459173789339,0.7935467574507389,113.65875117665168,102.79366465914433,113.65875117665168,102.79366465914433,117.28395589384142,110.62984063156607,113.05638042427704,107.5599594361485,0.6394871880235612,12.0,0.02232838087480371,1567.0,1695.0,1443.8,1.0853303781687214,1.1739853165258347,0.0,0.3,-4.979582539403839,98,120,70.31047545603043
95,Wyoming,MWC,18-14,115.0244474751163,78,107.32591028584369,146,0.6892591122524813,95,18.0,14.0,9.0,11.0,9-11,0.565353983390624,0.372361768518151,0.6669059881722028,0.565353983390624,0.372361768518151,0.6669059881722028,0.7873807687764046,0.8755440415339829,111.61398599152645,107.4514319228356,111.61398599152645,107.4514319228356,114.7164842772371,108.88021046708236,112.91574260535933,106.23012516629304,0.668607322996051,7.0,-0.016878104111254455,1430.0,1473.0,1300.4875,1.099587654629514,1.132652178509982,0.0,0.45,-5.348319594599135,106,222,66.04993284424627
96,Cal Baptist,WAC,25-8,107.447575877406,193,100.2686007705521,37,0.6889532940171645,96,25.0,8.0,13.0,5.0,13-5,0.4522833171887273,0.4484470095791667,0.439782652904427,0.4522833171887273,0.4484470095791667,0.439782652904427,0.8739088012654854,0.8506044719801172,106.7128310596787,108.89837040585708,106.7128310596787,108.89837040585708,106.82934600289327,99.33820329040728,94.18941717139353,111.54729359527926,0.12508650078114067,1.0,0.07062892421454614,1281.0,1179.0,1214.8750000000002,1.0544294680522686,0.9704702129848748,0.0,0.7222222222222222,-2.3150804374893093,74,40,65.92922984886088
97,Notre Dame,ACC,13-18,114.96914098522103,79,107.30128462992806,144,0.6886393931665551,97,13.0,18.0,4.0,14.0,4-14,0.6901483082793727,0.5386721514081636,0.7995477549085792,0.6901483082793727,0.5386721514081636,0.7995477549085792,0.6710226456084356,0.7520740801673566,114.60402305555581,104.12113167805416,114.60402305555581,104.12113167805416,114.70560761550607,108.93032593737736,112.94585876780845,103.83267525334081,0.7246150201943984,14.0,-0.0213731670863177,1311.0,1446.0,1226.6375,1.068775412458856,1.1788323771285323,0.0,0.2222222222222222,-5.619992383789284,112,231,66.04148864327804
98,Mississippi St.,SEC,13-19,112.82732859850697,104,105.41808362593291,107,0.6859237124797344,98,13.0,19.0,5.0,13.0,5-13,0.7257873481534372,0.5161494735770742,0.8695187130075743,0.7257873481534372,0.5161494735770742,0.8695187130075743,0.6570357727622885,0.8277605686365231,116.9601291630158,104.62654090835254,116.9601291630158,104.62654090835254,114.73705586694857,105.49984973566794,112.71621894384492,104.39654532952643,0.7071914624706747,15.0,0.0013251582498556291,1384.0,1553.0,1298.1749999999997,1.0661120419049823,1.196294798467079,0.0,0.2777777777777778,-5.582394826853074,111,166,69.4941764976596
99,Saint Joseph's,A10,22-11,108.33793129261134,177,101.29159348520417,42,0.6842552768376488,99,22.0,11.0,13.0,5.0,13-5,0.49734373109278546,0.3597634323079068,0.5685320762601863,0.49734373109278546,0.3597634323079068,0.5685320762601863,0.8420833304888266,0.8788834104959613,108.55177284341735,107.71829820147191,108.55177284341735,107.71829820147191,110.75768429723958,99.63262145437693,107.44827567665948,114.898657843943,0.3162691667672617,4.0,0.028997539108575054,1310.0,1246.0,1219.6374999999998,1.0740896372897686,1.0216150290557646,0.0,0.7222222222222222,-4.066436350702374,90,106,67.94976883786771
100,South Carolina,SEC,13-19,111.75244041023592,119,104.5799148961699,90,0.6819716153257396,100,13.0,19.0,4.0,14.0,4-14,0.6689071352698047,0.37700852849868294,0.8683851960389538,0.6689071352698047,0.37700852849868294,0.8683851960389538,0.6658659250697461,0.8782830158011005,115.98815215053007,106.28942889890308,115.98815215053007,106.28942889890308,111.16907744548658,104.29241987949506,109.02507839487349,103.42268449873394,0.6471800117191935,16.0,-0.040025214741718496,1271.0,1474.0,1238.8875,1.025920432646225,1.1897771185842136,0.0,0.2222222222222222,-6.14337804263265,122,270,66.2980939939793
101,DePaul,BE,16-16,106.73795240854588,209,99.9222380140171,32,0.6810979285535141,101,16.0,16.0,8.0,12.0,8-12,0.6497692158867776,0.3641625727404977,0.801454271873913,0.6497692158867776,0.3641625727404977,0.801454271873913,0.7295702046937751,0.903196895615067,112.61938002341527,105.75960310317654,112.61938002341527,105.75960310317654,107.80198513130276,98.87619256911572,104.34603527500731,95.09535753409,0.7441352071290935,7.0,0.013757981677580244,1341.0,1417.0,1333.45,1.0056620045745996,1.0626570175109677,0.0,0.4,-5.14381796213657,102,140,66.45725521121516
102,Pittsburgh,ACC,13-20,112.5915433865708,108,105.500258997059,110,0.6787671354527547,102,13.0,20.0,5.0,13.0,5-13,0.7021874642130956,0.5269816941447512,0.8134818038574974,0.7021874642130956,0.5269816941447512,0.8134818038574974,0.6868178279149686,0.8104905231084477,114.6413535199371,104.30083874397701,114.6413535199371,104.30083874397701,110.87651918916629,104.67468540385727,111.53098686892768,107.83074893536296,0.59580245630044,14.0,-0.03620050884494597,1213.0,1328.0,1171.1499999999999,1.0357341075011741,1.1339281902403622,0.0,0.2777777777777778,-7.207037190363119,141,259,63.65196559340076
103,Kansas St.,B12,12-20,112.67727363800864,106,105.58487267978057,113,0.6786654116370798,103,12.0,20.0,3.0,15.0,3-15,0.7127104312319703,0.5115961175946656,0.8482710895299764,0.7127104312319703,0.5115961175946656,0.8482710895299764,0.6545096381853892,0.8119580241726679,115.05815775286865,103.99476386713104,115.05815775286865,103.99476386713104,109.99711265284152,104.59502661448742,113.12806738623792,108.47329124197863,0.6185009065452444,14.0,-0.03717467581275208,1305.0,1505.0,1313.8374999999999,0.9932735212688024,1.1454993482831781,0.0,0.16666666666666666,-6.655777494554619,132,263,72.67248663482464
104,Seattle,WCC,20-13,102.54552494478116,288,96.3766288737971,18,0.6711731421034591,104,20.0,13.0,8.0,10.0,8-10,0.5137851349495115,0.37469532633548763,0.6118934465301825,0.5137851349495115,0.37469532633548763,0.6118934465301825,0.8182783264633166,0.9032432379457553,111.0018038546668,107.99887627971155,111.0018038546668,107.99887627971155,101.97106674923526,95.19004290515558,111.87775448039933,98.72902180538394,0.8081168878962836,6.0,-0.009710571966603743,1204.0,1229.0,1234.7875,0.9750665600356337,0.9953129587074699,0.0,0.4444444444444444,-5.362541786238124,107,205,67.72717788267836
105,Sam Houston St.,CUSA,22-11,113.8475185437922,92,107.15655661153986,142,0.6674211946751202,105,22.0,11.0,13.0,7.0,13-7,0.4544111631093209,0.4381874088300499,0.4599074070334649,0.4544111631093209,0.4381874088300499,0.4599074070334649,0.8729279087381147,0.8230760157817876,109.70162404911895,109.26920789324096,109.70162404911895,109.26920789324096,114.03988201300493,108.49635553353899,127.02890139027623,114.81571905626356,0.7617851658847349,1.0,-0.0028155117468630086,1593.0,1497.0,1388.975,1.146888892888641,1.0777731780629602,0.0,0.65,-5.340627792291681,105,179,70.03559830082567
106,Davidson,A10,20-13,110.09690419106462,145,103.63563850432027,77,0.6671928663831311,106,20.0,13.0,10.0,8.0,10-8,0.516337286800471,0.44050189498254994,0.5751929782244743,0.516337286800471,0.44050189498254994,0.5751929782244743,0.8351274083388647,0.8356790061673307,109.36814040663654,107.00478353755314,109.36814040663654,107.00478353755314,111.0224043826874,103.55366835757943,100.97072048952852,107.62336214576742,0.3243652537161407,3.0,-0.008952428185352246,1243.0,1214.0,1154.6125,1.0765516569411817,1.0514350052506793,0.0,0.5555555555555556,-5.818653148135398,117,200,63.56674280396612
107,Pacific,WCC,18-15,110.43696441553563,140,104.02522022541046,86,0.6654845995584878,107,18.0,15.0,8.0,10.0,8-10,0.5259036493848874,0.40551171260743624,0.5842369660425196,0.5259036493848874,0.40551171260743624,0.5842369660425196,0.8058301745020338,0.8467856402938169,110.51414127649511,106.9423276346373,110.51414127649511,106.9423276346373,110.69134994070414,103.72701164958931,109.14553476821447,104.06289996191117,0.6337634793469755,6.0,-0.04204487682874625,1278.0,1260.0,1181.95,1.081264012860104,1.0660349422564406,0.0,0.4444444444444444,-6.813610505446534,134,275,64.39421265175227
108,UC Irvine,BW,23-11,104.44368074432522,254,98.5953933069251,26,0.6598598293553508,108,23.0,11.0,15.0,5.0,15-5,0.4533949949034697,0.43781392771580224,0.4512348115327208,0.4533949949034697,0.43781392771580224,0.4512348115327208,0.8933993830360043,0.8931772131697348,107.85989695294198,108.84392892136273,107.85989695294198,108.84392892136273,105.58102771053485,98.7333138112842,0.0,0.0,0.0,0.0,-0.0031826858346344356,1537.0,1379.0,1440.6750000000002,1.0668610200079822,0.9571902059798357,0.0,0.75,-5.874010669853252,119,181,68.15491356787356
109,UNLV,MWC,17-16,115.45983318026438,74,109.10567559326441,184,0.6572282509065377,109,17.0,16.0,11.0,9.0,11-9,0.6206593470915085,0.4986482363446608,0.6706011575509804,0.6206593470915085,0.4986482363446608,0.6706011575509804,0.7649873222363804,0.8301729134646205,112.28572668517494,105.69721460344566,112.28572668517494,105.69721460344566,117.55180922419684,109.9252889966031,117.90799547480195,105.56330661618519,0.7810556015929432,8.0,0.014403949791757631,1589.0,1570.0,1396.575,1.1377835060773678,1.124178794550955,0.0,0.55,-6.031737075345172,121,137,69.87078984569538
110,Illinois St.,MVC,20-12,109.13977400596164,161,103.35675282532281,72,0.6516027688776637,110,20.0,12.0,12.0,8.0,12-8,0.5048939460180422,0.4045733891058935,0.5466039720314285,0.5048939460180422,0.4045733891058935,0.5466039720314285,0.8573959064903118,0.8849432103548639,109.36259718457394,108.54274054842747,109.36259718457394,108.54274054842747,108.90864288024699,102.8569394627898,122.5276022676983,111.71978041242564,0.7430609864456025,1.0,0.006486767841123231,1459.0,1374.0,1349.0875,1.0814717355249381,1.0184661854772206,0.0,0.6,-5.779404939617036,115,154,66.81694181937743
111,Illinois Chicago,MVC,19-15,109.58222998515085,153,103.78164091535459,83,0.6514549192245644,111,19.0,15.0,12.0,8.0,12-8,0.49212536803162943,0.3680382366300824,0.5466185194154938,0.49212536803162943,0.3680382366300824,0.5466185194154938,0.8630607713823577,0.8947343117629051,109.3338732861759,108.5787798874377,109.3338732861759,108.5787798874377,109.93578657329984,101.33115212121736,0.0,0.0,0.0,0.0,-0.06422285099348268,1461.0,1354.0,1340.9875000000004,1.089495614239506,1.0097036698701514,0.0,0.6,-8.585672567742618,171,327,66.27120308066853
112,St. Thomas,Sum,24-9,113.88586132603211,91,107.8862901413941,153,0.6507568442771111,112,24.0,9.0,12.0,4.0,12-4,0.3479452350636647,0.3771129878840908,0.32185823066284336,0.3479452350636647,0.3771129878840908,0.32185823066284336,0.911107431857339,0.8812591824346173,107.06540437040402,112.28902216445393,107.06540437040402,112.28902216445393,115.65013088016116,110.0407338111217,107.08847455494256,112.00942009761837,0.37363178826965354,1.0,-0.01753353498425203,1371.0,1181.0,1118.2,1.226077624754069,1.0561616884278304,0.0,0.75,-4.993795423057735,99,224,68.3868766212093
113,Maryland,B10,12-21,111.69906962519471,120,105.84650401412645,118,0.6499709881881771,113,12.0,21.0,4.0,16.0,4-16,0.7351837390555476,0.5256055485067893,0.8432008439453493,0.7351837390555476,0.5256055485067893,0.8432008439453493,0.5997407072893034,0.7414426604077018,116.84898968322516,103.18671283335442,116.84898968322516,103.18671283335442,111.84727453009589,107.40000248008134,112.91768399411774,108.97812665861842,0.6007010231980743,18.0,0.010637515269491915,1314.0,1552.0,1286.975,1.020998853901591,1.20592863109229,0.0,0.2,-5.4369602081167825,110,146,66.28514329431086
114,North Dakota St.,Sum,27-7,111.40802675857378,123,106.00076737732525,121,0.6392614380865369,114,27.0,7.0,14.0,2.0,14-2,0.3407418045172451,0.371064085012337,0.3232713477285619,0.3407418045172451,0.371064085012337,0.3232713477285619,0.9256405496870443,0.9104599860040113,106.12096118986977,111.9219051694891,106.12096118986977,111.9219051694891,113.98757787579582,109.22397670923027,0.0,0.0,0.0,0.0,0.04877121600801837,1312.0,1136.0,1088.4375000000002,1.205397645707723,1.0436979615274187,0.0,0.875,-3.3660741596069195,84,69,66.35473612056074
115,Utah,B12,10-22,114.8259054334498,84,109.31199931273375,190,0.6378225547584438,115,10.0,22.0,2.0,16.0,2-16,0.7246627599319662,0.5398353187039865,0.8489699555411865,0.7246627599319662,0.5398353187039865,0.8489699555411865,0.6630475909007921,0.8331904465366538,115.33895942656675,103.62505539949596,115.33895942656675,103.62505539949596,114.73112835762916,109.7664609685699,114.36795005716928,106.78189997241284,0.6876752374660765,13.0,-0.06618988518115543,1259.0,1438.0,1191.5749999999998,1.0565847722552086,1.2068061179531295,0.0,0.1111111111111111,-8.824283855763168,175,330,66.30256559162278
116,Hawaii,BW,24-8,106.85482568745965,206,101.79539407519965,50,0.6359485095734291,116,24.0,8.0,14.0,6.0,14-6,0.40158926102878506,0.26741622015654165,0.45358687485520716,0.40158926102878506,0.26741622015654165,0.45358687485520716,0.905652044788503,0.9349903613249297,105.92296516317613,109.6647752644792,105.92296516317613,109.6647752644792,107.90850092405952,103.7663658596656,0.0,0.0,0.0,0.0,0.04745935924119138,1578.0,1475.0,1461.9624999999996,1.0793710508990486,1.0089178073993008,0.0,0.7,-3.746406464972962,86,74,69.57917707587784
117,Rutgers,B10,14-19,110.92383068279268,129,105.89479619588677,119,0.6303160470516905,117,14.0,19.0,6.0,14.0,6-14,0.6842111185805836,0.39663535448274434,0.8246270287385796,0.6842111185805836,0.39663535448274434,0.8246270287385796,0.6536220515568921,0.8542431975997808,114.8367472936879,104.38688788116414,114.8367472936879,104.38688788116414,114.18638740728139,106.78952052670556,112.6700907502928,111.10059182862035,0.5402431867243619,15.0,0.025099925512248156,1430.0,1599.0,1352.1375,1.0575847500716458,1.1825720387164766,0.0,0.3,-5.364439737925749,108,113,66.67515359515332
118,George Mason,A10,23-9,110.77963629528557,131,105.82648149729864,117,0.6285578910331707,118,23.0,9.0,11.0,7.0,11-7,0.502285377404544,0.337036656195723,0.6206650537710536,0.502285377404544,0.337036656195723,0.6206650537710536,0.8620985484629938,0.9232419302989097,109.54463670307821,108.88113170561198,109.54463670307821,108.88113170561198,111.19634109939982,107.48645628340485,108.29131304114165,104.09654288635235,0.6116660961519627,2.0,0.10568527728269728,1247.0,1225.0,1137.5249999999999,1.0962396430847674,1.0768994088042023,0.0,0.6111111111111112,-3.000588489048785,81,9,63.56172503755238
119,UT Rio Grande Valley,Slnd,19-14,111.23008856354465,124,106.4814650615981,128,0.6228693055150012,119,19.0,14.0,14.0,8.0,14-8,0.4215325946047416,0.4912601066691516,0.3821106521655188,0.4215325946047416,0.4912601066691516,0.3821106521655188,0.8633577575419092,0.757849267981761,107.56170811665463,108.90242645801541,107.56170811665463,108.90242645801541,111.20578081999234,108.18058566850021,107.64713117222453,102.1325265355271,0.6467432438974856,3.0,-0.08082572931042487,1626.0,1515.0,1446.725,1.1239178143738444,1.0471927975254454,0.0,0.6363636363636364,-8.16667801041823,159,344,66.39454701666331
120,Liberty,CUSA,25-7,117.53015979419749,59,112.86103915918318,263,0.6144799473329864,120,25.0,7.0,17.0,3.0,17-3,0.42254330355550546,0.3651435057367415,0.4532776547618891,0.42254330355550546,0.3651435057367415,0.4532776547618891,0.8904559339544532,0.8741258220177799,107.43927863496796,108.95193104783472,107.43927863496796,108.95193104783472,118.77765851228858,113.05676600441457,73.30072863102876,107.09290774060909,0.012617766664302558,1.0,0.11774860039431845,1550.0,1458.0,1308.0625,1.184958669788332,1.1146256390654117,0.0,0.85,-2.1931889172923977,73,6,63.8925105357948
121,Duquesne,A10,18-15,110.75261080073528,132,106.58812145401112,130,0.6084399755754142,121,18.0,15.0,9.0,9.0,9-9,0.5138767275853988,0.3394896883153776,0.6214167825386165,0.5138767275853988,0.3394896883153776,0.6214167825386165,0.8282667044133358,0.8709959326892845,109.84837874980596,107.83260768727533,109.84837874980596,107.83260768727533,110.95658086242885,106.96576300508306,114.91667847764111,110.22567778717118,0.6175803651974372,4.0,-0.022844738986670943,1329.0,1357.0,1241.7249999999997,1.0702852886106025,1.0928345648191027,0.0,0.5,-7.558454022657418,148,235,68.81688273154023
122,UC San Diego,BW,23-11,106.16414651942569,221,102.19847711913381,61,0.6077349821492456,122,23.0,11.0,12.0,8.0,12-8,0.4446341257761269,0.4240516444287061,0.4563569888248121,0.4446341257761269,0.4240516444287061,0.4563569888248121,0.8925863427007229,0.8883156864844425,107.27855775887706,108.58512715169894,107.27855775887706,108.58512715169894,104.06515775388642,102.01863247632076,0.0,0.0,0.0,0.0,0.03608248137801795,1435.0,1398.0,1392.3374999999999,1.0306409185991185,1.0040669018826256,0.0,0.6,-5.863442262530376,118,94,67.19370582156365
123,Florida Atlantic,Amer,18-15,109.42408233536462,156,105.47304631211131,108,0.6041815198793733,123,18.0,15.0,9.0,9.0,9-9,0.5101801310608659,0.469825254448721,0.5352300596171724,0.5101801310608659,0.469825254448721,0.5352300596171724,0.8490514316081265,0.8505078702796317,109.6841131048223,107.83145596603246,109.6841131048223,107.83145596603246,108.69554171081606,104.3036321014301,114.83195638399597,107.92792241274961,0.6710794280127348,2.0,-0.027944167585292834,1385.0,1363.0,1294.1249999999998,1.0702211919250462,1.0532212885154064,0.0,0.5,-8.31143766611172,162,245,69.80397442936561
124,San Francisco,WCC,17-16,113.22531783477308,97,109.21298467586067,188,0.602266553733614,124,17.0,16.0,8.0,10.0,8-10,0.5690545625045136,0.46964236170462803,0.6506832878957928,0.5690545625045136,0.46964236170462803,0.6506832878957928,0.7857395844074322,0.8448993129295872,110.73160702864435,106.26798512899724,110.73160702864435,106.26798512899724,111.04727393074239,108.97888799112711,108.75125237882479,106.35889951374007,0.5636049409466588,7.0,0.006894394899284895,1305.0,1372.0,1224.1125,1.0660784854333243,1.1208120168693645,0.0,0.4444444444444444,-7.020569689563412,137,153,65.8934947152939
125,Washington St.,WCC,12-20,114.32221188416545,88,110.39623840973711,212,0.5991357691060328,125,12.0,20.0,7.0,11.0,7-11,0.5990901786910848,0.5743841809845983,0.625133716531558,0.5990901786910848,0.5743841809845983,0.625133716531558,0.7908656461208904,0.8252523707609376,110.9693160563342,105.15328653593903,110.9693160563342,105.15328653593903,116.31891124362389,110.82610190603653,117.5970448602847,113.85341325472002,0.5919541270036776,5.0,-0.10893569140815584,1377.0,1401.0,1236.9250000000002,1.1132445378660791,1.1326474927744203,0.0,0.3888888888888889,-11.33278416140417,230,357,67.88362604814158
126,UNC Wilmington,CAA,26-6,110.57243196424974,137,106.78373938124989,135,0.5989156647567841,126,26.0,6.0,15.0,3.0,15-3,0.3468354592856529,0.28155856540519475,0.3881706357327831,0.3468354592856529,0.28155856540519475,0.3881706357327831,0.9314076676019144,0.9451012921078761,105.66160263600884,111.4657138184718,105.66160263600884,111.4657138184718,109.89323883726556,106.00521248312477,0.0,0.0,0.0,0.0,0.08750410050991697,1349.0,1224.0,1190.8,1.1328518642929124,1.0278804165267048,0.0,0.8333333333333334,-2.811472717977013,77,17,64.89600835130726
127,UC Santa Barbara,BW,18-14,113.61256117703928,96,109.8929632636351,201,0.5945490454233459,127,18.0,14.0,11.0,9.0,11-9,0.44286699469133817,0.4100762732512438,0.4576500386181568,0.44286699469133817,0.4100762732512438,0.4576500386181568,0.8917517144249114,0.8904849600513288,106.73028460918604,108.0191176788249,106.73028460918604,108.0191176788249,115.08484176623706,109.9391834951363,0.0,0.0,0.0,0.0,-0.06873484002096497,1571.0,1480.0,1379.8999999999996,1.138488296253352,1.0725414885136606,0.0,0.55,-9.140383509982751,183,334,64.32522916480598
128,Montana St.,BSky,18-14,110.90501878721548,130,107.31988795630801,145,0.5933645589551674,128,18.0,14.0,12.0,6.0,12-6,0.45081502872408485,0.4641997686405607,0.4345075852270069,0.45081502872408485,0.4641997686405607,0.4345075852270069,0.8633840674105232,0.8063672624502635,110.27067017253016,110.10437973469377,110.27067017253016,110.10437973469377,112.10141127616974,107.95722921239806,102.7676805233783,92.83700569212573,0.7629089064841308,3.0,-0.04458683316556045,1394.0,1307.0,1217.4625,1.1450044662566607,1.0735443596825363,0.0,0.6666666666666666,-8.15786475759568,158,285,65.89670680435762
129,Southern Illinois,MVC,16-16,102.40002127468921,291,99.25863683572788,29,0.5886329205003797,129,16.0,16.0,10.0,10.0,10-10,0.5063027338866669,0.43118262311546013,0.552786350436979,0.5063027338866669,0.43118262311546013,0.552786350436979,0.8523432402286932,0.858062065999616,108.95421692337283,108.37809683875989,108.95421692337283,108.37809683875989,100.60849565029011,96.74728735425225,0.0,0.0,0.0,0.0,-0.057204753500860295,1386.0,1351.0,1387.9750000000001,0.9985770637079198,0.973360471190043,0.0,0.5,-9.549299768239452,195,317,68.98472108582612
130,Wright St.,Horz,23-11,112.35892697796966,110,108.97819054290464,180,0.5869407382565555,130,23.0,11.0,15.0,5.0,15-5,0.3962022728970295,0.42434309107120977,0.3862217909141613,0.3962022728970295,0.42434309107120977,0.3862217909141613,0.9074308116169004,0.8738474180267434,109.35461547037849,112.747787764295,109.35461547037849,112.747787764295,114.643445996223,110.43460906254707,0.0,0.0,0.0,0.0,0.0088116113469483,1630.0,1527.0,1375.1875,1.1852929146025541,1.1103940371767487,0.0,0.75,-6.580287254934992,130,148,66.97539658494223
131,Fresno St.,MWC,13-19,106.88781251854626,204,103.7254455639621,79,0.585494835115505,131,13.0,19.0,7.0,13.0,7-13,0.5835568708669274,0.41784676501285656,0.6681332735994727,0.5835568708669274,0.41784676501285656,0.6681332735994727,0.7886074027555798,0.8725044027365064,112.0130785712866,107.16564206191342,112.0130785712866,107.16564206191342,106.94694293153121,102.7340179560891,94.4804419252839,99.77540369627222,0.34817253667138287,6.0,-0.08373946463845588,1427.0,1477.0,1372.4749999999997,1.0397274995901566,1.0761580356654952,0.0,0.35,-10.307187877127587,213,351,68.27682357567686
132,Toledo,MAC,19-15,114.47170468806476,87,111.13915751339698,224,0.5841328838151352,132,19.0,15.0,11.0,7.0,11-7,0.452299979261009,0.4618541139372501,0.4221389515623686,0.452299979261009,0.4618541139372501,0.4221389515623686,0.8692777965971414,0.8455194309500311,109.40460577167683,109.92740587944269,109.40460577167683,109.92740587944269,115.18682384275056,112.82988323783056,107.39464171993922,115.13663059747851,0.30991727142731407,1.0,-0.04892766780894331,1459.0,1373.0,1239.0000000000002,1.1775625504439062,1.1081517352703791,0.0,0.6111111111111112,-9.046456155109093,179,297,67.85302070118715
