stop_id,route_id,driver_id,vehicle_id,hub,delivery_zone,delivery_note,customer_type,priority_level,signature_required,weather,stop_datetime_raw,scheduled_window_start_raw,scheduled_window_min,actual_delivery_time_raw,actual_arrival_min,packages_count,package_weight_lb_raw,package_weight_lb,distance_from_prev_mi,service_time_min,fuel_cost_usd,tip_usd,customer_claim_usd,cargo_temp_f,gps_accuracy_m,device_battery_pct,delivery_status,failure_reason,customer_satisfaction,internal_comment
S-00265,R-128,D-015,V-018,Boulder ,Downtown,front_desk,residential,standard,0,clear,2025/05/09 15:20:00 MDT,2025/05/09 15:20:00 MDT,127,2025-07-23 15:12:00,492,2,5.06,5.06,1.863,8.41,0.86,2.13,0.0,44.23,9.2,64.2,delivered,,95.52,
S-00266,R-125,D-032,V-002,Denver-East,Suburban,side_entrance,business,standard,0,wind,2025-01-08 16:50 MST,2025-01-08 16:50 MST,107,2025-07-24 16:49:00,589,4,24.52,24.52,2.908,12.56,1.23,2.72,0.0,,24.0,63.9,failed,package_damaged,68.82,
S-00267,R-147,D-022,V-026,Dnvr-East,Suburban,leave_at_door,residential,expedited,0,clear,2025-12-03 13:10,2025-12-03 13:10,48,2025-07-25 13:10:00,370,1,4.88,4.88,2.878,9.26,0.98,2.02,118.12,46.5,6.5,65.7,delivered,,89.53,
S-00268,R-159,D-011,V-030,Fort-Collins,Suburban,leave_at_door,business ,expedited,0,fog,10/24/2025 12:40 PM MDT,10/24/2025 12:40 PM MDT,67,2025-07-26 12:42:00,342,3,1.62,1.62,5.637,16.98,1.95,0.0,0.0,63.03,7.7,59.0,delivered,,87.56,
S-00269,R-135,D-009,V-040,Boulder,Downtown,locker_pickup,business,standard,0,rain,05-May-2025 11:10,05-May-2025 11:10,119,2025-07-27 11:05:00,245,2,4.55,4.55,0.525,10.27,0.41,0.0,0.0,37.46,21.1,76.5,rescheduled,,64.57,
S-00270,R-138,D-002,V-026,Fort-Collins,Rural,locker_pickup,residential ,standard,0,clear,2025-01-27 18:40 MDT,2025-01-27 18:40 MDT,129,2025-07-28 18:44:00,704,2,6.2,6.2,9.408,18.73,2.97,1.21,0.0,38.85,10.5,63.2,delivered,,81.03,
S-00271,R-106,D-037,V-002,Fort Collins,Industrial,garage,Biz,standard,0,wind,2025/10/10 14:35:00 MST,2025/10/10 14:35:00 MST,119,2025-07-29 14:36:00,456,3,6.9,6.9,2.021,16.64,0.84,1.8,0.0,41.51,22.2,61.0,delivered,,78.66,check
S-00272,R-109,D-042,V-028,Denver-West,Suburban,call_on_arrival,business,standard,0,fog,2024/11/08 13:15:00,2024/11/08 13:15:00,128,2025-07-30 13:15:00,375,2,3.45,3.45,3.935,18.09,1.12,0.0,0.0,48.5,12.3,59.9,delivered,,87.13,
S-00273,R-112,D-056,V-030,Boulder,Downtown,side_entrance,residential,EXPEDITED,0,clear,2024-12-19 12:50,2024-12-19 12:50,46,2025-07-31 12:42:00,342,4,8.27,8.27,3.632,6.27,1.25,1.8,0.0,52.15,6.5,57.2,delivered,,87.89,
S-00274,R-125,D-004,V-017,Dnvr-East,Rural,garage,residential,standard,0,clear,19-Dec-2024 16:35,19-Dec-2024 16:35,122,2025-08-01 16:38:00,578,3,5.76,5.76,6.632,23.12,3.34,2.01,0.0,51.98,11.9,,delivered,,83.06,check
S-00275,R-130,D-021,V-014,Denver-East,Campus,leave_at_door,business,standard,1,rain,03/09/2025 02:10 PM MST,03/09/2025 02:10 PM MST,116,2025-08-02 14:16:00,436,1,1.72,1.72,2.839,25.8,1.16,0.0,0.0,57.31,23.7,56.9,delivered ,,91.2,
S-00276,R-149,D-021,V-022,Denver-East ,Suburban,leave_at_door,residential,standard,0,rain,09-Feb-2025 14:45 MST,09-Feb-2025 14:45 MST,99,2025-08-03 14:44:00,464,1,2.7,2.7,2.361,3.57,1.24,,0.0,44.29,29.8,95.0,delivered,,78.34,
S-00277,R-118,D-057,V-025,Boulder ,Downtown,leave_at_door,residential,standard,1,clear,2024/11/23 07:10:00 MDT,2024/11/23 07:10:00 MDT,123,2025-08-04 07:03:00,3,1,4.58,4.58,3.157,9.93,1.54,8.84,0.0,38.19,38.2,69.9,delivered,,87.15,
S-00278,R-117,D-049,V-027,Fort-Collins,Suburban,front_desk,residential,standard,0,clear,09/28/2025 02:45 PM MST,09/28/2025 02:45 PM MST,112,2025-08-05 14:53:00,473,2,8.02,8.02,4.314,25.71,1.01,,0.0,53.76,6.4,52.5,delivered,,75.5,
S-00279,R-131,D-054,V-006,Denver-West,Downtown,side_entrance,Residential,standard,1,fog,2025-05-23 16:10 MST,2025-05-23 16:10 MST,119,2025-08-06 16:08:00,548,1,6.37,6.37,1.447,15.57,0.96,,0.0,39.61,5.0,70.1,delivered,,78.4,
S-00280,R-104,D-002,V-035,Denver-West,Rural,front_desk,residential,EXPEDITED,1,clear,2024-12-24 17:15 MST,2024-12-24 17:15 MST,62,2025-08-07 17:16:00,616,2,3.16,3.16,4.937,10.45,1.14,,0.0,38.86,8.4,78.6,delivered,,80.43,
S-00281,R-142,D-023,V-015,Denver-West,Suburban,garage,residential,standard,0,clear,2025/10/28 16:15:00 ,2025/10/28 16:15:00 ,137,2025-13-40 25:61:00,552,2,5.53,5.53,2.651,4.75,1.33,0.0,0.0,51.83,8.5,82.7,delivered,,84.02,
S-00282,R-149,D-005,V-003,Denver-West,Downtown,mailroom,business,standard,0,clear,2025-01-19 08:00 MDT,2025-01-19 08:00 MDT,132,2025-08-09 07:59:00,59,2,4.17,4.17,1.951,9.66,1.03,0.0,0.0,,14.2,,delivered ,,81.61,
S-00283,R-113,D-002,V-016,Denver-East,Downtown,mailroom,residential,standard,0,wind,10/22/2025 11:45 AM MST ,10/22/2025 11:45 AM MST ,120,2025-08-10 11:39:00,279,2,5.36,5.36,1.753,24.96,1.13,0.0,0.0,49.06,7.8,70.9,failed,package_damaged,67.22,
S-00284,R-140,D-054,V-002,Fort Collins,Campus,leave_at_door,residential,standard,0,clear,07-Dec-2025 18:05 MST,07-Dec-2025 18:05 MST,129,2025-08-11 17:58:00,658,1,1.65,1.65,2.183,6.08,1.14,0.0,0.0,44.96,12.4,76.1,failed,address_issue,48.73,
S-00285,R-109,D-010,V-016,Colorado Springs,Suburban,front_desk,residential,standard,0,clear,2025/01/26 13:45:00,2025/01/26 13:45:00,117,2025-08-12 13:48:00,408,1,6.07,6.07,4.103,20.43,1.88,,0.0,62.41,8.0,79.8,delivered,,82.83,
S-00286,R-137,D-031,V-008,Boulder,Suburban,side_entrance,residential,expedited,0,snow,2025/02/11 10:30:00 MST,2025/02/11 10:30:00 MST,44,2025-08-13 10:27:00,207,2,7.63,7.63,1.993,12.35,1.09,0.0,0.0,53.4,,64.6,failed,weather_delay,44.21,
S-00287,R-145,D-014,V-030,Boulder,Suburban,call_on_arrival,residential,expedited,0,clear,2025/05/20 15:20:00,2025/05/20 15:20:00,66,2025-08-14 15:17:00,497,1,5.72,5.72,1.413,14.72,0.81,9.81,0.0,37.53,22.5,,delivered,,89.5,
S-00288,R-111,D-017,V-024,Denver-West,Suburban,garage,residential,standard,0,clear,2025/04/28 15:15:00 MDT,2025/04/28 15:15:00 MDT,103,2025-08-15 15:14:00,494,2,8.1,8.1,3.418,36.3,1.28,2.94,0.0,34.94,16.2,61.2,Failed,,63.42,
S-00289,R-148,D-039,V-039,Denver-West,Suburban,front_desk,residential,same_day,0,clear,2025/01/23 09:55:00 MST,2025/01/23 09:55:00 MST,51,2025-08-16 09:56:00,176,3,3.28,3.28,6.84,9.94,3.14,0.0,0.0,41.93,10.1,73.2,failed,address_issue,60.17,check
S-00290,R-150,D-046,V-008,Boulder,Campus,leave_at_door,business,standard,1,clear,2025-06-30 17:40 MST,2025-06-30 17:40 MST,115,2025-08-17 23:03:00,963,4,0.98,0.98,2.290168895086958,19.49,1.85,0.0,0.0,50.49,415.0,46.2,delivered ,,90.51,
S-00291,R-120,D-053,V-011,Fort-Collins,Suburban,leave_at_door,business,standard,0,clear,2025-10-09 15:05 MDT,2025-10-09 15:05 MDT,119,2025-08-18 15:11:00,491,2,4.54,4.54,2.689,10.28,1.02,0.0,0.0,36.22,8.4,86.5,Failed,,51.03,
S-00292,R-102,D-007,V-038,Denver-East,Suburban,mailroom,residential,standard,0,wind,2025-02-01 16:10 ,2025-02-01 16:10 ,126,2025-08-19 16:08:00,548,1,1.70,1.7,3.228,21.82,1.13,0.0,0.0,49.24,4.3,59.8,delivered,,90.95,
S-00293,R-137,D-060,V-020,Colorado-Springs,Suburban,side_entrance,residential ,standard,1,wind,31-Aug-2025 13:05 MDT ,31-Aug-2025 13:05 MDT ,125,2025-08-20 13:05:00,365,1,11.66,11.66,1.796,22.39,0.79,1.78,0.0,37.35,10.8,58.5,delivered,,85.63,
S-00294,R-126,D-044,V-025,Fort-Collins,Downtown,side_entrance,residential,standard,0,clear,2025-07-31 18:50 MDT ,2025-07-31 18:50 MDT ,133,2025-08-21 18:49:00,709,1,3.11,3.11,2.096,8.21,1.32,0.0,0.0,52.73,12.7,69.2,delivered,,86.65,
S-00295,R-105,D-046,V-013,Denver-West,Industrial,leave_at_door,residential,Expedited,0,clear,04/25/2025 03:00 PM MDT,04/25/2025 03:00 PM MDT,63,2025-08-22 15:02:00,482,1,4.99,4.99,3.168,2.47,1.09,0.0,0.0,51.17,6.9,71.6,delivered,,98.97,check
S-00296,R-107,D-038,V-016,Denver East,Suburban,leave_at_door,residential,standard,0,snow,05/15/2025 01:40 PM MDT,05/15/2025 01:40 PM MDT,123,2025-08-23 13:52:00,412,1,3.12,3.12,2.468,2.99,1.31,,118.12,45.34,4.8,58.0,failed,package_damaged,57.04,
S-00297,R-155,D-045,V-020,Denver-East,Suburban,call_on_arrival,business,standard,1,rain,10/13/2025 07:35 AM MDT,10/13/2025 07:35 AM MDT,131,2025-08-24 07:32:00,32,2,6.34,6.34,1.286,18.43,0.69,,0.0,61.69,11.6,88.4,rescheduled,,63.79,
S-00298,R-152,D-044,V-039,Denver-East,Campus,garage,Business,standard,0,clear,02/13/2025 07:40 PM MST,02/13/2025 07:40 PM MST,134,2025-08-25 19:38:00,758,6,16.03,16.03,3.568,11.98,1.69,2.85,0.0,44.69,23.9,57.4,Delivered,,93.46,
S-00299,R-151,D-008,V-037,Boulder ,Suburban,call_on_arrival,business,standard,0,fog,2025/01/07 11:30:00 MST,2025/01/07 11:30:00 MST,123,2025-08-26 11:32:00,272,4,4.35,4.35,1.638,12.13,0.78,,0.0,37.31,12.0,40.3,delivered,,79.25,
S-00300,R-135,D-003,V-023,Denver-East ,Suburban,mailroom,Business,standard,0,clear,12/26/2024 02:45 PM MST,12/26/2024 02:45 PM MST,115,2025-08-27 14:39:00,459,1,8.56,8.56,6.788,14.53,2.2,3.37,0.0,37.06,9.1,63.3,delivered,,81.56,
S-00301,R-105,D-028,V-024,Denver-East,Downtown,front_desk,business,standard,1,clear,02/14/2025 02:35 PM,02/14/2025 02:35 PM,130,2025-08-28 14:47:00,467,4,10.14,10.14,3.467,17.77,1.13,,0.0,51.26,,61.6,delivered,,85.24,check
S-00302,R-101,D-033,V-022,Boulder,Suburban,side_entrance,residential,standard,1,clear,2025/01/27 13:10:00 MST,2025/01/27 13:10:00 MST,111,2025-08-29 13:11:00,371,1,2.85,2.85,1.517,12.03,0.93,0.0,0.0,31.28,10.5,76.2,delivered,,74.11,
S-00303,R-153,D-055,V-027,Boulder,Suburban,package_room_3F,residential,standard,0,clear,2025-12-19 07:55 MDT,2025-12-19 07:55 MDT,119,2025-08-30 07:59:00,59,3,16.41,16.41,7.588,6.76,1.55,3.92,118.12,41.26,8.3,72.8,delivered,,74.18,
S-00304,R-128,D-032,V-007,Fort-Collins,Suburban,side_entrance,Business,standard,0,clear,07/11/2025 11:45 AM MST,07/11/2025 11:45 AM MST,116,2025-08-31 11:39:00,279,3,10.53,10.53,2.086,16.06,1.03,0.0,118.12,39.19,,88.6,delivered,,80.97,
S-00305,R-146,D-024,V-030,Fort-Collins,Industrial,leave_at_door,residential,standard,0,clear,2025/04/01 09:45:00 MST,2025/04/01 09:45:00 MST,110,2025-09-01 09:31:00,151,1,2.41,2.41,3.445,6.95,1.4,0.0,118.12,58.22,6.9,,failed,,60.54,
S-00306,R-112,D-010,V-028,Boulder,Downtown,hand_to_security,residential,STANDARD,0,rain,2025-02-10 14:55 MDT,2025-02-10 14:55 MDT,121,2025-09-02 15:02:00,482,2,1.82,1.82,1.517,12.44,0.53,0.0,0.0,55.09,14.0,63.6,delivered,,80.01,
S-00307,R-142,D-047,V-034,Dnvr-East,Downtown,leave_at_door,business ,STANDARD,0,rain,04/13/2025 12:35 PM,04/13/2025 12:35 PM,110,2025-09-03 12:44:00,344,1,3.42,3.42,4.679,3.68,1.11,6.0,0.0,55.12,17.0,61.5,delivered ,,83.2,
S-00308,R-152,D-018,V-040,Denver-West,Industrial,garage,Residential,standard,0,clear,22-Oct-2025 13:55 MDT,22-Oct-2025 13:55 MDT,111,2025-09-04 13:58:00,418,1,2.21,2.21,8.293,5.32,2.51,9.36,0.0,52.53,17.6,88.6,delivered,,87.77,
S-00309,R-150,D-059,V-035,Fort-Collins,Industrial,garage,residential,standard,0,fog,2025-02-26 07:45 MDT,2025-02-26 07:45 MDT,128,2025-09-05 07:52:00,52,1,6.27,6.27,2.25,9.22,0.65,0.0,118.12,56.47,17.2,66.6,failed ,address_issue,56.51,
S-00310,R-128,D-031,V-030,Denver-East,Suburban,garage,Business,standard,0,clear,2025-08-02 17:05 MDT,2025-08-02 17:05 MDT,100,2025-09-06 17:12:00,612,1,3.06,3.06,2.509,8.57,1.13,0.0,0.0,39.85,6.1,,Delivered,,81.14,
S-00311,R-118,D-053,V-038,Denver-East,Campus,front_desk,res,standard,0,clear,11/10/2024 03:40 PM MST,11/10/2024 03:40 PM MST,111,2025-09-07 15:45:00,525,1,4.86,4.86,1.167,7.31,0.74,3.35,0.0,28.45,10.5,54.0,failed,address_issue,59.92,
S-00312,R-154,D-021,V-016,Boulder ,Suburban,locker_pickup,residential,standard,0,rain,03-Dec-2025 16:10,03-Dec-2025 16:10,112,2025-09-08 16:14:00,554,2,6.44,6.44,3.206,19.54,1.72,5.84,0.0,44.97,9.8,75.5,Delivered,,70.91,
S-00313,R-118,D-060,V-006,Dnvr-East,Downtown,side_entrance,Biz,standard,0,snow,2024/11/18 10:00:00,2024/11/18 10:00:00,125,2025-09-09 10:03:00,183,3,4.21,4.21,1.521,10.38,1.12,0.0,0.0,51.47,,36.6,delivered,,83.43,
S-00314,R-116,D-057,V-029,Boulder,Suburban,side_entrance,business,expedited,0,wind,02-Oct-2025 15:30 MDT,02-Oct-2025 15:30 MDT,72,2025-09-10 15:28:00,508,5,8.73,8.73,5.301,20.35,1.02,4.31,0.0,37.16,20.2,100.0,delivered,,80.32,
S-00315,R-137,D-049,V-030,Denver-West,Downtown,rear_loading_dock,residential,standard,0,clear,2025/12/26 12:50:00 MDT,2025/12/26 12:50:00 MDT,138,2025-09-11 12:43:00,343,1,5.09,5.09,2.075,8.45,0.89,0.0,0.0,44.73,12.9,50.4,delivered,,74.57,
S-00316,R-122,D-040,V-025,Denver-East ,Suburban,front_desk,residential,standard,1,clear,15-Mar-2025 14:15 MDT,15-Mar-2025 14:15 MDT,107,2025-09-12 14:21:00,441,1,3.07,3.07,4.821,19.48,2.25,0.0,0.0,52.85,15.8,44.7,delivered,,88.6,
S-00317,R-155,D-002,V-032,Fort-Collins,Suburban,front_desk,res,same_day,0,wind,2025/02/08 07:00:00 MDT,2025/02/08 07:00:00 MDT,30,2025-09-13 07:07:00,7,5,21.69,21.69,3.683,11.66,0.75,0.0,0.0,51.69,20.7,58.2,rescheduled,,66.89,
S-00318,R-132,D-021,V-012,Denver-West,Suburban,call_on_arrival,residential,standard,1,rain,2025/12/02 10:50:00 MDT,2025/12/02 10:50:00 MDT,119,2025-09-14 10:48:00,228,2,3.45,3.45,3.039,17.19,1.42,1.84,0.0,49.79,15.9,53.1,rescheduled,,68.21,
S-00319,R-152,D-014,V-023,Denver-East,Downtown,call_on_arrival,residential,standard,0,clear,2025-06-09 15:45 MST,2025-06-09 15:45 MST,141,2025-09-15 15:35:00,515,1,6.0,6.0,-2.089,2.78,0.82,,0.0,45.56,8.8,56.2,delivered,,85.31,
S-00320,R-118,D-017,V-022,Colorado Springs,Downtown,call_on_arrival,business,standard,1,rain,15-Dec-2024 08:00 MST,15-Dec-2024 08:00 MST,120,2025-09-16 07:52:00,52,1,3.7,3.7,1.354,20.01,0.85,,0.0,50.36,14.8,86.1,delivered,,79.74,
S-00321,R-145,D-057,V-039,Denver-West,Suburban,front_desk,business,same_day,0,rain,11/05/2025 09:20 AM MDT,11/05/2025 09:20 AM MDT,64,2025-09-17 09:24:00,144,3,12.04,12.04,3.132,11.56,1.65,0.0,0.0,43.12,9.9,73.9,delivered,,87.97,
S-00322,R-136,D-057,V-018,Boulder,Rural,leave_at_door,residential,same_day,0,clear,09-Sep-2025 12:40 MDT,09-Sep-2025 12:40 MDT,45,2025-09-18 12:39:00,339,3,9.22,9.22,4.348,9.34,1.56,0.0,0.0,46.11,14.4,43.0,delivered,,90.87,
S-00323,R-113,D-001,V-034,Denver-East,Suburban,call_on_arrival,business,standard,0,clear,2025-05-23 15:30 MDT,2025-05-23 15:30 MDT,142,2025-09-19 15:28:00,508,3,3.72,3.72,5.943,9.79,1.28,,0.0,50.36,5.4,62.7,delivered,,81.15,
S-00324,R-147,D-006,V-016,Boulder,Rural,locker_pickup,res,standard,0,wind,09/06/2025 01:00 PM MST,09/06/2025 01:00 PM MST,112,2025-09-20 12:52:00,352,1,4.75,4.75,4.931,6.9,2.4,6.47,0.0,37.76,7.8,88.2,delivered,,85.18,
S-00325,R-136,D-027,V-032,Boulder,Suburban,front_desk,residential,STANDARD,0,clear,2025-08-03 16:00,2025-08-03 16:00,118,2025-09-21 15:47:00,527,2,2.53,2.53,3.069,32.46,0.76,,118.12,40.09,33.1,30.6,delivered,,85.48,
S-00326,R-145,D-049,V-016,Denver-East,Downtown,mailroom,residential,standard,0,snow,15-Nov-2024 13:05,15-Nov-2024 13:05,120,2025-09-22 13:09:00,369,1,5.44,5.44,2.779,14.87,1.63,,0.0,58.22,31.3,61.4,failed,,51.29,
S-00327,R-129,D-031,V-032,Fort-Collins,Rural,leave_at_door,residential,expedited,0,snow,05/02/2025 05:15 PM MST ,05/02/2025 05:15 PM MST ,56,2025-09-23 17:26:00,626,1,4.97,4.97,5.667,10.5,1.48,2.83,0.0,30.5,5.9,5.5,failed ,address_issue,54.44,
S-00328,R-106,D-051,V-002,Denver-West,Suburban,garage,business,standard,0,wind,07/14/2025 09:45 AM MDT,07/14/2025 09:45 AM MDT,116,2025-09-24 09:45:00,165,3,2.69,2.69,0.83,5.91,0.58,,0.0,38.17,15.7,44.6,delivered,address_issue,78.4,
S-00329,R-126,D-019,V-015,Colorado Springs,Rural,garage,residential,expedited,0,clear,2024/12/21 11:20:00 MST,2024/12/21 11:20:00 MST,51,2025-09-25 11:17:00,257,7,13.26,13.26,8.52,14.29,3.9,,0.0,30.5,5.0,86.1,delivered,,74.01,
S-00330,R-120,D-045,V-016,Denver-East ,Downtown,side_entrance,residential,standard,1,rain,04/24/2025 01:30 PM MDT,04/24/2025 01:30 PM MDT,120,2025-09-26 13:31:00,391,1,2.35,2.35,1.091,13.01,0.8,4.34,0.0,39.45,,64.6,delivered,,71.81,
S-00331,R-124,D-043,V-038,Denver-East,Campus,leave_at_door,business,standard,0,rain,2024/12/15 18:30:00 MST,2024/12/15 18:30:00 MST,115,2025-09-27 18:44:00,704,3,11.94,11.94,3.573,13.03,1.39,0.0,0.0,46.38,11.1,79.5,DELIVERED,,91.55,
S-00332,R-134,D-031,V-036,Denver-East,Rural,front_desk,business,standard,0,wind,07/05/2025 05:30 PM MST,07/05/2025 05:30 PM MST,116,2025-09-28 17:31:00,631,1,1.4,1.4,5.073,3.65,2.41,,0.0,39.91,15.3,87.1,delivered,,84.37,
S-00333,R-148,D-023,V-028,Denver-East,Suburban,mailroom,business ,expedited,0,clear,10/25/2025 08:00 AM MDT,10/25/2025 08:00 AM MDT,57,2025-09-29 07:52:00,52,2,3.45,3.45,3.838,11.18,0.88,,0.0,22.64,3.8,100.0,delivered,,97.86,
S-00334,R-123,D-036,V-022,Denver-West,Downtown,mailroom,business,standard,1,clear,11/14/2025 04:45 PM MST,11/14/2025 04:45 PM MST,136,2025-09-30 16:24:00,564,5,15.57,15.57,3.458,32.89,1.77,0.0,0.0,45.43,4.8,72.0,delivered,,89.0,
S-00335,R-118,D-045,V-030,Denver-East,Industrial,garage,business,Standard,1,snow,25-Mar-2025 17:50,25-Mar-2025 17:50,120,2025-10-01 18:00:00,660,1,5.49,5.49,12.63,44.02,4.92,,0.0,50.93,7.5,66.3,failed ,,62.81,
S-00336,R-115,D-020,V-017,Boulder,Suburban,mailroom,business,expedited,1,clear,12/24/2025 11:10 AM MST,12/24/2025 11:10 AM MST,58,2025-10-02 10:53:00,233,3,6.65,6.65,1.077,21.7,0.67,,0.0,52.31,5.8,91.1,delivered,,80.54,
S-00337,R-121,D-008,V-013,Fort-Collins,Campus,garage,business,same_day,0,clear,2025/12/30 08:30:00 MDT,2025/12/30 08:30:00 MDT,51,2025-10-03 08:24:00,84,1,3.27,3.27,1.148,6.47,0.69,,0.0,46.83,12.5,49.5,delivered,,77.34,
S-00338,R-149,D-008,V-035,Fort-Collins,Rural,side_entrance,residential,standard,1,clear,2025-04-05 13:15 MST,2025-04-05 13:15 MST,124,2025-10-04 13:22:00,382,1,4.86,4.86,4.905,24.0,1.08,0.0,0.0,39.89,14.3,63.0,delivered,,79.14,
S-00339,R-113,D-045,V-012,Fort-Collins,Industrial,rear_loading_dock,residential,standard,0,clear,2025-11-02 16:40 MST,2025-11-02 16:40 MST,121,2025-10-05 16:39:00,579,2,6.22,6.22,3.095,11.39,1.2,,0.0,40.61,4.1,47.2,delivered,,81.22,
S-00340,R-118,D-014,V-031,Fort-Collins,Industrial,side_entrance,residential,standard,0,clear,03/26/2025 02:20 PM,03/26/2025 02:20 PM,103,2025-10-06 14:15:00,435,2,1.98,1.98,7.268,32.39,2.24,1.13,0.0,51.3,10.2,74.7,delivered,,83.0,
S-00341,R-149,D-047,V-038,Boulder,Suburban,front_desk,business,standard,0,rain,2025/05/10 13:30:00 MDT,2025/05/10 13:30:00 MDT,101,2025-10-07 13:33:00,393,6,8.66,8.66,3.569,18.47,1.45,,118.12,32.94,7.3,69.7,delivered,,89.18,
S-00342,R-119,D-034,V-039,Dnvr-East,Suburban,mailroom,residential,standard,0,wind,2025/06/08 10:15:00 MST,2025/06/08 10:15:00 MST,123,2025-10-08 10:17:00,197,1,6.2,6.2,2.995,21.36,1.69,,0.0,45.16,9.0,58.3,delivered,,74.18,
S-00343,R-119,D-007,V-013,Colorado-Springs,Suburban,front_desk,Business,standard,1,fog,2025/07/22 14:15:00 MST,2025/07/22 14:15:00 MST,135,2025-10-09 14:16:00,436,3,2.48,2.48,1.993,14.55,0.67,0.0,0.0,46.87,18.9,73.3,delivered,,84.23,
S-00344,R-112,D-015,V-024,Colorado Springs,Suburban,call_on_arrival,Biz,standard,0,clear,2025/09/04 14:40:00 MST,2025/09/04 14:40:00 MST,110,2025-10-10 14:42:00,462,1,1.73,1.73,10.65,5.2,3.4,5.31,0.0,43.37,3.7,54.2,delivered,,96.4,
S-00345,R-146,D-020,V-001,Denver-East,Industrial,leave_at_door,residential,expedited,1,clear,10/08/2025 12:40 PM ,10/08/2025 12:40 PM ,52,2025-10-11 12:51:00,351,4,7.62,7.62,4.345,20.94,2.05,0.0,0.0,43.96,6.1,50.8,delivered,,77.3,
S-00346,R-118,D-035,V-009,Boulder,Suburban,leave_at_door,residential ,standard,1,clear,2025-05-08 20:50,2025-05-08 20:50,126,2025-10-12 20:48:00,828,2,6.92,6.92,4.966,12.13,1.69,1.0,0.0,56.44,17.3,65.8,delivered,,84.1,check
S-00347,R-136,D-003,V-004,Boulder,Suburban,leave_at_door,residential,standard,0,rain,07-Jul-2025 11:50,07-Jul-2025 11:50,119,2025-10-13 11:59:00,299,1,2.41,2.41,6.024,5.73,3.04,,0.0,65.04,7.8,96.1,delivered,,81.75,
S-00348,R-141,D-019,V-009,Denver-East,Downtown,garage,residential,expedited,0,clear,20-Aug-2025 07:10,20-Aug-2025 07:10,54,2025-10-14 07:08:00,8,2,4.83,4.83,-3.714,16.37,1.33,0.0,0.0,,8.6,48.8,delivered,address_issue,82.82,
S-00349,R-107,D-056,V-032,Boulder,Suburban,garage,business ,standard,0,clear,16-Feb-2025 11:10,16-Feb-2025 11:10,120,2025-10-15 11:06:00,246,4,5.88,5.88,2.514,29.85,0.86,0.0,0.0,45.37,3.9,63.4,failed,customer_not_home,62.34,
S-00350,R-137,D-056,V-001,Denver-East,Suburban,leave_at_door,business,standard,0,clear,2025/12/03 12:15:00 MDT,2025/12/03 12:15:00 MDT,117,2025-10-16 12:25:00,325,4,13.82,13.82,6.334,12.11,2.79,,0.0,38.96,7.6,71.4,delivered,,90.73,
S-00351,R-131,D-019,V-031,Dnvr-East,Campus,call_on_arrival,business,expedited,0,clear,2024/12/26 12:50:00 MDT,2024/12/26 12:50:00 MDT,64,2025-10-17 12:37:00,337,4,19.34,19.34,1.491,7.39,0.84,0.0,0.0,67.32,4.0,61.1,failed,,50.19,
S-00352,R-112,D-029,V-022,Fort-Collins,Suburban,side_entrance,residential,expedited,0,clear,2025-10-04 09:45 MDT,2025-10-04 09:45 MDT,58,2025-10-18 09:38:00,158,2,3.58,3.58,2.091,5.53,1.07,,0.0,62.19,2.4,51.7,failed,customer_not_home,55.85,
S-00353,R-156,D-004,V-017,Denver-West,Suburban,garage,residential,SAME_DAY,1,fog,2025-02-08 17:35 MST,2025-02-08 17:35 MST,41,2025-10-19 17:32:00,632,3,3.64,3.64,4.821,25.57,2.21,2.66,0.0,35.77,13.0,79.9,failed,customer_not_home,64.88,
S-00354,R-153,D-031,V-008,Colorado-Springs,Downtown,side_entrance,res,standard,0,rain,07-Mar-2025 18:50 MDT,07-Mar-2025 18:50 MDT,128,2025-10-20 19:06:00,726,2,3.91,3.91,1.644,5.84,0.79,1.33,0.0,48.64,6.0,71.7,delivered ,,92.96,
S-00355,R-132,D-005,V-026,Denver-East,Suburban,side_entrance,residential,standard,0,wind,2025-09-24 18:20 MDT,2025-09-24 18:20 MDT,109,2025-10-21 18:27:00,687,1,4.2,4.2,3.982,19.14,1.65,0.0,0.0,44.72,16.4,100.0,rescheduled,,58.19,check
S-00356,R-141,D-005,V-037,Fort-Collins,Downtown,leave_at_door,residential,standard,0,wind,2025/05/12 13:00:00 MDT,2025/05/12 13:00:00 MDT,134,2025-10-22 13:01:00,361,2,7.11,7.11,3.706,12.42,1.41,0.0,0.0,41.38,12.2,46.1,delivered,,89.79,
S-00357,R-110,D-044,V-004,Fort-Collins,Rural,front_desk,residential ,expedited,0,clear,12/12/2025 11:05 AM MST,12/12/2025 11:05 AM MST,64,2025-10-23 11:02:00,242,1,4.12,4.12,2.63,7.0,1.11,3.54,0.0,43.09,22.5,35.3,delivered,,81.43,
S-00358,R-120,D-010,V-037,Boulder,Campus,leave_at_door,business,standard,0,clear,2025-07-17 14:35 MDT,2025-07-17 14:35 MDT,116,2025-10-24 14:44:00,464,6,10.68,10.68,6.511,16.27,2.35,,0.0,53.13,11.1,62.9,failed,customer_not_home,65.55,
S-00359,R-108,D-006,V-016,Colorado-Springs,Suburban,leave_at_door,residential,standard,0,wind,02/17/2025 01:15 PM MST,02/17/2025 01:15 PM MST,125,2025-10-25 13:15:00,375,2,10.76,10.76,7.003,3.69,3.06,3.83,0.0,41.61,12.4,54.0,delivered,,94.49,
