stop_id,route_id,driver_id,vehicle_id,hub,delivery_zone,delivery_note,customer_type,priority_level,signature_required,weather,stop_datetime_raw,scheduled_window_start_raw,scheduled_window_min,actual_delivery_time_raw,actual_arrival_min,packages_count,package_weight_lb_raw,package_weight_lb,distance_from_prev_mi,service_time_min,fuel_cost_usd,tip_usd,customer_claim_usd,cargo_temp_f,gps_accuracy_m,device_battery_pct,delivery_status,failure_reason,customer_satisfaction,internal_comment,hub_clean,delivery_zone_clean,customer_type_clean,priority_level_clean,delivery_status_clean,stop_datetime,scheduled_window_start,stop_dayofweek,stop_is_weekend,lateness_min,stop_id_binned,route_id_binned,driver_id_binned,vehicle_id_binned,hub_binned,delivery_zone_binned,delivery_note_binned,customer_type_binned,priority_level_binned,weather_binned,stop_datetime_raw_binned,scheduled_window_start_raw_binned,actual_delivery_time_raw_binned,delivery_status_binned,failure_reason_binned,internal_comment_binned,hub_clean_binned,delivery_zone_clean_binned,customer_type_clean_binned,priority_level_clean_binned,delivery_status_clean_binned,signature_required_skewfix,scheduled_window_min_skewfix,actual_arrival_min_skewfix,packages_count_skewfix,package_weight_lb_raw_skewfix,package_weight_lb_skewfix,distance_from_prev_mi_skewfix,service_time_min_skewfix,fuel_cost_usd_skewfix,tip_usd_skewfix,customer_claim_usd_skewfix,cargo_temp_f_skewfix,gps_accuracy_m_skewfix,device_battery_pct_skewfix,customer_satisfaction_skewfix,stop_dayofweek_skewfix,stop_is_weekend_skewfix,lateness_min_skewfix
S-00227,R-130,D-040,V-005,Denver-West,Rural,call_on_arrival,residential,standard,0,wind,2025/10/29 16:05:00 MST,2025/10/29 16:05:00 MST,116.0,2025-06-15 16:15:00,555.0,1.0,6.8,6.8,7.952,10.02,3.44,4.225,118.12,51.29,7.3,62.1,failed,customer_not_home,66.44,check,denver-west,rural,residential,standard,failed,2025-10-29 16:05:00,2025-10-29 16:05:00,2.0,0.0,439.0,Other,Other,Other,Other,Denver-West,Rural,call_on_arrival,residential,standard,wind,Other,Other,Other,failed,customer_not_home,check,denver-west,rural,residential,standard,failed,0.0,6844.0,327.2296518261745,0.6053542918620024,1.5334250962269704,1.5334250962269704,5.197345877925803,1.7106855272152244,2.221878212513562,0.48253122543453575,118.12,28.374083725331364,1.3057898654993767,62.1,2273.5768,1.875417088358097,0.0,264.87863773828076
S-00228,R-113,D-027,V-037,Fort Collins,Suburban,side_entrance,residential,expedited,0,clear,2025/07/02 11:15:00,2025/07/02 11:15:00,62.0,2025-06-16 11:12:00,252.0,2.0,4.04,4.04,1.317,10.69,0.64,0.0,0.0,33.51,6.7,75.1,rescheduled ,customer_not_home,69.91,check,fort-collins,suburban,residential,expedited,rescheduled,2025-07-02 11:15:00,2025-07-02 11:15:00,2.0,0.0,190.0,Other,Other,Other,Other,Other,Suburban,side_entrance,residential,expedited,clear,Other,Other,Other,Other,customer_not_home,check,fort-collins,suburban,residential,expedited,rescheduled,0.0,1984.0,160.53526010391727,0.8890149625568643,1.2814645496285388,1.2814645496285388,1.1438977711420557,1.7391642148100142,0.5470357372690877,-0.0,0.0,19.995452256378,1.2792500298435527,75.1,2513.6140499999997,1.875417088358097,0.0,124.40154523918456
S-00229,R-132,D-046,V-025,Colorado-Springs,Downtown,leave_at_door,Biz,EXPEDITED,0,rain,28-Jan-2025 13:50 MST,28-Jan-2025 13:50 MST,58.0,2025-06-17 13:46:00,406.0,3.0,9.98,9.98,3.502,13.77,1.99,0.0,0.0,48.14,13.1,70.0,delivered,customer_not_home,85.3,check,colorado-springs,downtown,business,expedited,delivered,2025-01-28 13:50:00,2025-01-28 13:50:00,1.0,0.0,348.0,Other,Other,Other,Other,Colorado-Springs,Downtown,leave_at_door,Other,Other,rain,Other,Other,Other,delivered,customer_not_home,check,colorado-springs,downtown,business,expedited,delivered,0.0,1740.0,246.85507301958125,1.0641270562537064,1.7089143981257644,1.7089143981257644,2.6667293453707495,1.8471766574802546,1.3744359341740076,-0.0,0.0,26.93760225670477,1.4673763587086925,70.0,3723.345,0.962295536748461,0.0,214.81261935589674
S-00230,R-110,D-026,V-016,Colorado Springs,Campus,call_on_arrival,business,STANDARD,0,clear,11/13/2024 09:50 AM MDT,11/13/2024 09:50 AM MDT,100.0,2025-06-18 09:47:00,167.0,1.0,3.78,3.78,2.581,15.24,1.38,0.0,0.0,36.71,10.7,55.8,delivered,customer_not_home,86.17,check,colorado-springs,campus,business,standard,delivered,2024-11-13 09:50:00,2024-11-13 09:50:00,2.0,0.0,67.0,Other,Other,Other,Other,Other,Campus,call_on_arrival,business,Other,clear,Other,Other,Other,delivered,customer_not_home,check,colorado-springs,campus,business,standard,delivered,0.0,5100.0,110.71310027961135,0.6053542918620024,1.2486006442124742,1.2486006442124742,2.0604608289370465,1.8888819211890544,1.0364766218799306,-0.0,0.0,21.55737161906334,1.4152946537953137,55.8,3798.80445,1.875417088358097,0.0,48.43567763467462
S-00231,R-158,D-042,V-001,Colorado-Springs,Suburban,front_desk,business,standard,0,clear,2025/11/11 11:45:00 MDT ,2025/11/11 11:45:00 MDT ,116.0,2025-06-19 11:40:00,280.0,1.0,1.45,1.45,3.593,3.62,1.68,4.225,0.0,43.48,7.3,56.9,delivered,customer_not_home,92.61,check,colorado-springs,suburban,business,standard,delivered,2025-11-11 11:45:00,2025-11-11 11:45:00,1.0,0.0,164.0,Other,Other,Other,Other,Colorado-Springs,Suburban,front_desk,business,standard,clear,Other,Other,Other,delivered,customer_not_home,check,colorado-springs,suburban,business,standard,delivered,0.0,6844.0,176.55032913400572,0.6053542918620024,0.7857469439929681,0.7857469439929681,2.7245006807209826,1.227198589067734,1.2084627946187931,0.48831000009352,0.0,24.778062197502795,1.3057898654993767,56.9,4380.91605,0.962295536748461,0.0,108.91431022726388
S-00232,R-150,D-049,V-007,Denver-East ,Suburban,locker_pickup,business,expedited,0,wind,12/08/2024 08:55 AM MST,12/08/2024 08:55 AM MST,48.0,2025-06-20 08:52:00,112.0,0.0,14.96,14.96,7.218,24.25,3.44,0.0,0.0,45.165,8.9,58.9,rescheduled,customer_not_home,79.56,check,denver-east,suburban,business,expedited,rescheduled,2024-12-08 08:55:00,2024-12-08 08:55:00,6.0,1.0,64.0,Other,Other,Other,Other,Other,Suburban,Other,business,expedited,wind,Other,Other,Other,rescheduled,customer_not_home,check,denver-east,suburban,business,expedited,rescheduled,0.0,1200.0,77.14677086673682,-0.0,1.8813257679335833,1.8813257679335833,4.812199701364946,2.068013456077883,2.054610198563668,-0.0,0.0,25.563918468834125,1.3643582738362718,58.9,3244.4568000000004,5.291331975501458,1.0,46.46396716798708
S-00233,R-112,D-028,V-015,Denver-West,Suburban,garage,residential,standard,0,clear,2025-04-27 09:50,2025-04-27 09:50,119.0,2025-06-21 09:47:00,167.0,2.0,3.98,3.98,3.522,14.4,1.73,0.0,0.0,50.58,9.8,39.1,failed,package_damaged,62.63,check,denver-west,suburban,residential,standard,failed,2025-04-27 09:50:00,2025-04-27 09:50:00,6.0,1.0,48.0,Other,Other,Other,Other,Denver-West,Suburban,garage,residential,standard,clear,Other,Other,Other,failed,package_damaged,check,denver-west,suburban,residential,standard,failed,0.0,7199.5,110.71310027961135,0.8890149625568643,1.2740792185858167,1.2740792185858167,2.6794561508727295,1.8656832315477794,1.2359845150081317,0.0,0.0,28.051852863237702,1.3914193805498154,39.1,2023.8884500000001,5.291331975501458,1.0,35.78103861847067
S-00234,R-130,D-052,V-034,Denver-West,Suburban,side_entrance,Residential,standard,0,clear,19-Aug-2025 16:35,19-Aug-2025 16:35,123.0,2025-06-22 16:36:00,576.0,3.0,15.103750000000002,15.103750000000002,3.415,15.51,1.06,0.0,0.0,34.67,11.9,67.3,delivered,customer_not_home,88.48,check,denver-west,suburban,residential,standard,delivered,2025-08-19 16:35:00,2025-08-19 16:35:00,1.0,0.0,453.0,Other,Other,Other,Other,Denver-West,Suburban,side_entrance,Other,standard,clear,Other,Other,Other,delivered,customer_not_home,check,denver-west,suburban,residential,standard,delivered,0.0,7687.5,338.37008400101564,1.0641270562537064,2.215889678070151,2.215889678070151,2.6111689524222377,1.8960095122294014,0.8380043385853689,0.0,0.0,20.56486353091944,1.4431539536102955,67.3,4002.8352000000004,0.962295536748461,0.0,272.48363804819803
S-00235,R-116,D-004,V-036,Denver-West,Suburban,call_on_arrival,business ,standard,0,rain,2025/10/30 11:50:00 MST,2025/10/30 11:50:00 MST,117.0,07/32/2025 10:10 PM,297.0,3.0,11.51,11.51,6.235,9.66,3.23,0.0,118.12,48.28,5.4,81.2,failed,customer_not_home,50.78,check,denver-west,suburban,business,standard,failed,2025-10-30 11:50:00,2025-10-30 11:50:00,3.0,0.0,180.0,Other,Other,Other,Other,Denver-West,Suburban,call_on_arrival,Other,standard,rain,Other,Other,Other,failed,customer_not_home,check,denver-west,suburban,business,standard,failed,0.0,6961.5,186.19507814408155,1.0641270562537064,1.7712595183970528,1.7712595183970528,4.27975677021523,1.6944366215911633,1.9511902356378024,-0.0,118.12,27.00182922135029,1.2094305849579052,81.2,1340.0842,2.7580025035383304,0.0,118.47154841883611
S-00236,R-130,D-059,V-008,Boulder,Suburban,call_on_arrival,residential,standard,1,clear,2024/12/24 12:20:00 MST,2024/12/24 12:20:00 MST,130.0,2025-06-24 12:19:00,319.0,1.0,1.19,1.19,4.069,9.81,1.41,0.0,0.0,49.25,5.5,65.2,delivered,customer_not_home,78.1,check,boulder,suburban,residential,standard,delivered,2024-12-24 12:20:00,2024-12-24 12:20:00,1.0,0.0,189.0,Other,Other,Other,Other,Boulder,Suburban,call_on_arrival,residential,standard,clear,Other,Other,Other,delivered,customer_not_home,check,boulder,suburban,residential,standard,delivered,1.0,8580.0,198.59551333741513,0.6053542918620024,0.6985463402733194,0.6985463402733194,3.021301033602844,1.7012924376938134,1.0542406180061954,-0.0,0.0,27.445834959321125,1.2155354594472638,65.2,3127.9049999999997,0.962295536748461,0.0,123.8099692251288
S-00237,R-143,D-009,V-030,Denver-East,Industrial,leave_at_door,residential,standard,0,clear,2025/01/18 09:10:00 MST ,2025/01/18 09:10:00 MST ,121.0,2025-06-25 09:10:00,130.0,3.0,4.91,4.91,8.073,24.2,2.56,0.0,0.0,49.07,10.7,60.3,delivered,customer_not_home,95.33,check,denver-east,industrial,residential,standard,delivered,2025-01-18 09:10:00,2025-01-18 09:10:00,5.0,1.0,9.0,Other,Other,Other,Other,Denver-East,Industrial,leave_at_door,residential,standard,clear,Other,Other,Other,delivered,customer_not_home,check,denver-east,industrial,residential,standard,delivered,0.0,7441.5,88.28150693140799,1.0641270562537064,1.3771817701504538,1.3771817701504538,5.259911109894594,2.0672608119293563,1.6545119055545467,0.0,0.0,27.363572620011084,1.4152946537953137,60.3,4639.23445,4.46194756940847,1.0,7.714758163603132
S-00238,R-139,D-034,V-036,Boulder,Suburban,call_on_arrival,Biz,standard,0,wind,2025/07/25 17:35:00 MDT,2025/07/25 17:35:00 MDT,131.0,2025-06-26 17:22:00,622.0,2.0,2.08,2.08,2.581,22.65,1.45,0.0,0.0,29.08,6.9,58.7,delivered,customer_not_home,75.65,check,boulder,suburban,business,standard,delivered,2025-07-25 17:35:00,2025-07-25 17:35:00,4.0,0.0,491.0,Other,Other,Other,Other,Boulder,Suburban,call_on_arrival,Other,standard,wind,Other,Other,Other,delivered,customer_not_home,check,boulder,suburban,business,standard,delivered,0.0,8711.5,362.63363786119396,0.8890149625568643,0.9547765142377704,0.9547765142377704,2.0604608289370465,2.0429183361971375,1.077720771647694,-0.0,0.0,17.784097015200867,1.2884319330351799,58.7,2937.1112500000004,3.618555125115471,0.0,293.0099221851126
S-00239,R-140,D-021,V-029,Fort-Collins,Industrial,call_on_arrival,business,Expedited,0,rain,01/26/2025 03:00 PM MST,01/26/2025 03:00 PM MST,60.0,2025-06-27 15:04:00,484.0,2.0,7.77,7.77,5.045,10.01,1.27,1.75,118.12,46.27,9.8,51.9,delivered,weather_delay,81.89,check,fort-collins,industrial,business,expedited,delivered,2025-01-26 03:00:00,2025-01-26 03:00:00,6.0,1.0,424.0,Other,Other,Other,Other,Fort-Collins,Industrial,call_on_arrival,business,Other,rain,Other,Other,Other,delivered,weather_delay,check,fort-collins,industrial,business,expedited,delivered,0.0,1860.0,289.2410449440994,0.8890149625568643,1.5956170637548308,1.5956170637548308,3.6050363679959725,1.7102435293287532,0.9701668086883677,0.43388429752066116,118.12,26.076152950663772,1.3914193805498154,51.9,3434.87605,5.291331975501458,1.0,256.70350068118245
S-00240,R-128,D-053,V-033,Boulder,Industrial,mailroom,Residential,standard,0,rain,22-Apr-2025 07:50 MDT,22-Apr-2025 07:50 MDT,142.0,2025-06-28 08:01:00,61.0,3.0,4.2,4.2,3.653,4.75,1.59,0.0,0.0,51.67,5.5,31.1,failed,vehicle_issue,50.01,check,boulder,industrial,residential,standard,failed,2025-04-22 07:50:00,2025-04-22 07:50:00,1.0,0.0,0.0,Other,Other,Other,Other,Boulder,Industrial,mailroom,Other,standard,rain,Other,Other,Other,failed,vehicle_issue,check,boulder,industrial,residential,standard,failed,0.0,10224.0,44.48313205522907,1.0641270562537064,1.3006124816537112,1.3006124816537112,2.762403827835754,1.3610087317829522,1.1581365637003334,-0.0,0.0,28.546185385222817,1.2155354594472638,31.1,1300.5100499999999,0.962295536748461,0.0,0.0
S-00241,R-129,D-054,V-036,Colorado-Springs,Downtown,call_on_arrival,residential,expedited,0,clear,07/16/2025 04:15 PM MST,07/16/2025 04:15 PM MST,92.0,2025-06-29 16:11:00,551.0,5.0,4.76,4.76,1.838,20.32,1.15,0.0,0.0,44.13,8.1,41.0,delivered,customer_not_home,84.81,check,colorado-springs,downtown,residential,expedited,delivered,2025-07-16 04:15:00,2025-07-16 04:15:00,2.0,0.0,459.0,Other,Other,Other,Other,Colorado-Springs,Downtown,call_on_arrival,residential,expedited,clear,Other,Other,Other,delivered,customer_not_home,check,colorado-springs,downtown,residential,expedited,delivered,0.0,4324.0,325.10293768604936,1.2791016451735329,1.3620366089929026,1.3620366089929026,1.536332556218653,2.002135551840402,0.8955911471672549,0.0,0.0,25.08190501484659,1.3370064558682042,41.0,3681.17805,1.875417088358097,0.0,275.7357087100748
S-00242,R-148,D-058,V-011,Boulder,Rural,side_entrance,business,expedited,0,clear,10-Nov-2024 11:15,10-Nov-2024 11:15,67.0,2025-06-30 11:09:00,249.0,4.0,3.64,3.64,6.994,18.75,2.44,1.62,0.0,33.01,25.3,50.0,delivered,customer_not_home,80.75,check,boulder,rural,business,expedited,delivered,2024-11-10 11:15:00,2024-11-10 11:15:00,6.0,1.0,182.0,Other,Other,Other,Other,Boulder,Rural,side_entrance,business,expedited,clear,Other,Other,Other,delivered,customer_not_home,check,boulder,rural,business,expedited,delivered,0.0,2311.5,158.80915300365646,1.1867360977981165,1.229926157886041,1.229926157886041,4.692632675121485,1.9712345177460053,1.5979191497637792,0.42716042188683645,0.0,19.748840680929153,1.77131393174903,50.0,3341.03125,5.291331975501458,1.0,119.6601138564944
S-00243,R-129,D-056,V-031,Denver-West,Downtown,call_on_arrival,residential,standard,0,clear,2025/09/15 17:30:00 MST,2025/09/15 17:30:00 MST,110.0,2025-07-01 17:25:00,625.0,2.0,5.68,5.68,1.642,10.9,0.84,0.0,0.0,36.54,5.2,62.1,Delivered,customer_not_home,89.14,check,denver-west,downtown,residential,standard,delivered,2025-09-15 17:30:00,2025-09-15 17:30:00,0.0,0.0,515.0,Other,Other,Other,Other,Denver-West,Downtown,call_on_arrival,residential,standard,clear,Other,Other,Other,Other,customer_not_home,check,denver-west,downtown,residential,standard,delivered,0.0,6160.0,364.20968083937123,0.8890149625568643,1.4477496711916118,1.4477496711916118,1.3914663688717017,1.7476565889164166,0.690561628919346,-0.0,0.0,21.475080359772544,1.196780671097501,62.1,4062.1098,0.0,0.0,305.89160800116997
S-00244,R-154,D-017,V-016,Boulder,Rural,side_entrance,residential,expedited,0,wind,09-Nov-2025 10:45 MDT,09-Nov-2025 10:45 MDT,67.0,2025-07-02 10:54:00,234.0,3.0,3.69,3.69,9.641375,13.45,3.44,0.0,0.0,56.67,7.7,52.6,delivered,customer_not_home,77.4,check,boulder,rural,residential,expedited,delivered,2025-11-09 10:45:00,2025-11-09 10:45:00,6.0,1.0,167.0,Other,Other,Other,Other,Boulder,Rural,side_entrance,residential,expedited,wind,Other,Other,Other,delivered,customer_not_home,check,boulder,rural,residential,expedited,delivered,0.0,2311.5,150.14696305273114,1.0641270562537064,1.23667872761422,1.23667872761422,6.519421672746649,1.8373788104345345,2.221878212513562,-0.0,0.0,30.788337654643314,1.3219364963791898,52.6,3072.7800000000007,5.291331975501458,1.0,110.71310027961135
S-00245,R-150,D-041,V-018,Denver-West,Campus,side_entrance,residential,standard,0,clear,2025/05/19 13:40:00 MDT,2025/05/19 13:40:00 MDT,128.0,2025-07-03 13:44:00,404.0,2.0,15.103750000000002,15.103750000000002,6.315,23.12,-0.48,0.0,0.0,36.47,8.5,70.7,Delivered,customer_not_home,80.33,check,denver-west,campus,residential,standard,delivered,2025-05-19 13:40:00,2025-05-19 13:40:00,0.0,0.0,276.0,Other,Other,Other,Other,Denver-West,Campus,side_entrance,residential,standard,clear,Other,Other,Other,Other,customer_not_home,check,denver-west,campus,residential,standard,delivered,0.0,8320.0,245.75814674150615,0.8890149625568643,1.9325550624476657,1.9325550624476657,4.3238671646345885,2.050513829581896,-0.06566722415965076,-0.0,0.0,21.441174073756446,1.3511143154769498,70.7,3306.7844499999997,0.0,0.0,174.27261099624226
S-00246,R-132,D-050,V-034,Colorado Springs,Downtown,mailroom,business ,expedited,0,clear,01/17/2025 02:40 PM MST,01/17/2025 02:40 PM MST,62.0,2025-07-04 14:36:00,456.0,1.0,1.76,1.76,2.734,8.79,0.66,0.0,0.0,35.85,10.5,66.2,delivered,customer_not_home,80.81,check,colorado-springs,downtown,business,expedited,delivered,2025-01-17 02:40:00,2025-01-17 02:40:00,4.0,0.0,394.0,Other,Other,Other,Other,Other,Downtown,mailroom,Other,expedited,clear,Other,Other,Other,delivered,customer_not_home,check,colorado-springs,downtown,business,expedited,delivered,0.0,1984.0,274.11020709276943,0.6053542918620024,0.875196691126072,0.875196691126072,2.1641536002867783,1.652038270193746,0.5618452981526091,0.0,0.0,21.14030485562412,1.4102321753804115,66.2,3345.93805,3.618555125115471,0.0,240.26532828958412
S-00247,R-118,D-041,V-016,Denver-East,Suburban,front_desk,Residential,expedited,0,rain,2025/01/29 10:40:00 MST,2025/01/29 10:40:00 MST,52.0,2025-07-05 10:44:00,224.0,2.0,2.87,2.87,9.641375,9.14,3.44,0.0,0.0,46.18,8.9,48.1,failed,customer_not_home,62.69,check,denver-east,suburban,residential,expedited,failed,2025-01-29 10:40:00,2025-01-29 10:40:00,2.0,0.0,172.0,Other,Other,Other,Other,Denver-East,Suburban,front_desk,Other,expedited,rain,Other,Other,Other,failed,customer_not_home,check,denver-east,suburban,residential,expedited,failed,0.0,1404.0,144.34157867706114,0.8890149625568643,1.1122469185364325,1.1122469185364325,6.519421672746649,1.6696626687749325,2.221878212513562,-0.0,0.0,26.034522785693518,1.3643582738362718,48.1,2027.70805,1.875417088358097,0.0,113.70398227198433
S-00248,R-146,D-029,V-005,Denver-West,Downtown,side_entrance,residential,standard,0,wind,2024/11/17 13:30:00 MST,2024/11/17 13:30:00 MST,92.0,2025-07-06 13:21:00,381.0,1.0,7.38,7.38,4.677,17.26,2.21,4.225,0.0,62.67,8.2,36.2,delivered,customer_not_home,91.7,check,denver-west,downtown,residential,standard,delivered,2024-11-17 13:30:00,2024-11-17 13:30:00,6.0,1.0,289.0,Other,Other,Other,Other,Denver-West,Downtown,side_entrance,residential,standard,wind,Other,Other,Other,delivered,customer_not_home,check,denver-west,downtown,residential,standard,delivered,0.0,4324.0,233.10378734938425,0.6053542918620024,1.5717404801450803,1.5717404801450803,3.388523290103364,1.9388012403726684,1.4860433876082588,0.4912284548923293,0.0,33.42830747089817,1.340619526604213,36.2,4296.145,5.291331975501458,1.0,181.66342430484076
S-00249,R-118,D-019,V-016,Denver-East,Downtown,front_desk,residential,standard,1,wind,2025-06-15 09:30 MDT,2025-06-15 09:30 MDT,119.0,2025-07-07 09:30:00,150.0,2.0,5.82,5.82,3.74,11.82,1.98,0.0,0.0,57.64,7.1,82.4,delivered,customer_not_home,82.39,check,denver-east,downtown,residential,standard,delivered,2025-06-15 09:30:00,2025-06-15 09:30:00,6.0,1.0,31.0,Other,Other,Other,Other,Denver-East,Downtown,front_desk,residential,standard,wind,Other,Other,Other,delivered,customer_not_home,check,denver-east,downtown,residential,standard,delivered,1.0,7199.5,100.47556326136778,0.8890149625568643,1.4594461841772026,1.4594461841772026,2.8171040860487815,1.7826884954184647,1.3692475324653324,0.0,0.0,31.21872107287058,1.2972716310736936,82.4,3476.44605,5.291331975501458,1.0,24.030463331077264
S-00250,R-158,D-022,V-021,Denver-West,Suburban,mailroom,residential ,expedited,1,clear,12/05/2024 10:45 AM MDT,12/05/2024 10:45 AM MDT,51.0,2025-07-08 10:48:00,228.0,3.0,7.21,7.21,9.641375,18.54,3.34,1.99,0.0,45.37,19.9,65.7,delivered,customer_not_home,78.09,check,denver-west,suburban,residential,expedited,delivered,2024-12-05 10:45:00,2024-12-05 10:45:00,3.0,0.0,177.0,Other,Other,Other,Other,Denver-West,Suburban,mailroom,Other,expedited,clear,Other,Other,Other,delivered,customer_not_home,check,denver-west,suburban,residential,expedited,delivered,1.0,1351.5,146.66676641331082,1.0641270562537064,1.5608759652343749,1.5608759652343749,6.425746337054852,1.9668593185109937,1.9971347471160306,0.4440722139573383,0.0,25.659132039969617,1.5625213607401929,65.7,3127.11405,2.7580025035383304,0.0,116.6862313159059
S-00251,R-109,D-035,V-006,Colorado-Springs,Suburban,hand_to_security,Biz,standard,0,clear,05/02/2025 10:45 AM MDT,05/02/2025 10:45 AM MDT,124.0,2025-07-09 10:50:00,230.0,1.0,1.74,1.74,1.312,5.36,0.79,0.0,118.12,34.31,8.1,66.2,failed,address_issue,76.26,check,colorado-springs,suburban,business,standard,failed,2025-05-02 10:45:00,2025-05-02 10:45:00,4.0,0.0,106.0,Other,Other,Other,Other,Colorado-Springs,Suburban,Other,Other,standard,clear,Other,Other,Other,failed,address_issue,check,colorado-springs,suburban,business,standard,failed,0.0,7812.0,147.82783362963298,0.6053542918620024,0.8698276051864682,0.8698276051864682,1.1400106069829847,1.4197754199265178,0.6555947225045738,-0.0,118.12,20.38855158131119,1.3370064558682042,66.2,2984.0538000000006,3.618555125115471,0.0,73.3968862440626
S-00252,R-125,D-010,V-015,Colorado-Springs,Suburban,call_on_arrival,residential,expedited,0,wind,2025-05-24 16:55 MDT,2025-05-24 16:55 MDT,60.0,2025-07-10 17:06:00,606.0,1.0,3.5,3.5,4.49,9.87,2.14,0.0,0.0,44.3,8.9,78.1,delivered,customer_not_home,79.92,check,colorado-springs,suburban,residential,expedited,delivered,2025-05-24 16:55:00,2025-05-24 16:55:00,5.0,1.0,546.0,Other,Other,Other,Other,Colorado-Springs,Suburban,call_on_arrival,residential,expedited,wind,Other,Other,Other,delivered,customer_not_home,check,colorado-springs,suburban,residential,expedited,delivered,0.0,1860.0,354.21515526457796,0.6053542918620024,1.2105044347778553,1.2105044347778553,3.2768941531136893,1.7040002268279244,1.4510440160168074,-0.0,0.0,25.16122679930668,1.3643582738362718,78.1,3273.5232,4.46194756940847,1.0,322.4423755906503
S-00253,R-146,D-045,V-010,Boulder,Rural,side_entrance,Residential,standard,0,clear,2025/01/31 13:55:00 MDT,2025/01/31 13:55:00 MDT,109.0,2025-07-11 13:55:00,415.0,2.0,12.0,12.0,5.627,5.42,1.84,2.36,0.0,60.67,15.8,53.8,failed,weather_delay,57.65,check,boulder,rural,residential,standard,failed,2025-01-31 13:55:00,2025-01-31 13:55:00,4.0,0.0,306.0,Other,Other,Other,Other,Boulder,Rural,side_entrance,Other,standard,clear,Other,Other,Other,failed,weather_delay,check,boulder,rural,residential,standard,failed,0.0,6049.5,251.78461395831107,0.8890149625568643,1.7891610974987766,1.7891610974987766,3.93956864286136,1.425158178546656,1.2954855705563366,0.4557114512471655,0.0,32.55408396365233,1.5120499635257334,53.8,1719.4112499999999,3.618555125115471,0.0,191.27868238862152
S-00254,R-127,D-014,V-005,Fort Collins,Suburban,leave_at_door,business,standard,0,wind,06/24/2025 07:50 PM MST,06/24/2025 07:50 PM MST,117.0,2025-07-12 19:47:00,767.0,2.0,5.97,5.97,9.641375,29.35625,3.44,0.0,0.0,48.37,5.1,63.0,failed,address_issue,58.53,check,fort-collins,suburban,business,standard,failed,2025-06-24 07:50:00,2025-06-24 07:50:00,1.0,0.0,650.0,Other,Other,Other,Other,Other,Suburban,leave_at_door,business,standard,wind,Other,Other,Other,failed,address_issue,check,fort-collins,suburban,business,standard,failed,0.0,6961.5,438.0082527138543,0.8890149625568643,1.471636706547315,1.471636706547315,6.306863616520261,2.1608317242034714,2.221878212513562,-0.0,0.0,27.04309871164735,1.190223669821084,63.0,1771.41045,0.962295536748461,0.0,377.31437743471054
S-00255,R-135,D-027,V-022,Denver-East ,Downtown,garage,residential,standard,0,clear,28-Oct-2025 11:30 MDT,28-Oct-2025 11:30 MDT,113.0,2025-07-13 11:36:00,276.0,4.0,3.32,3.32,2.574,9.27,1.33,0.0,0.0,29.42,17.1,47.4,failed,weather_delay,64.21,check,denver-east,downtown,residential,standard,failed,2025-10-28 11:30:00,2025-10-28 11:30:00,1.0,0.0,163.0,Other,Other,Other,Other,Other,Downtown,garage,residential,standard,clear,Other,Other,Other,failed,weather_delay,check,denver-east,downtown,residential,standard,failed,0.0,6497.5,174.27261099624226,1.1867360977981165,1.1843471599790145,1.1843471599790145,2.0556852703840796,1.676008597952155,1.0065689030876825,-0.0,0.0,17.956020177130238,1.5298995052777316,47.4,2125.6720499999997,0.962295536748461,0.0,108.31398929979314
S-00256,R-104,D-030,V-027,Fort-Collins,Suburban,package_room_3F,residential,standard,0,wind,2025-01-27 15:05 MST,2025-01-27 15:05 MST,133.0,2025-07-14 14:57:00,477.0,3.0,14.66,14.66,3.054,7.8,0.76,0.0,0.0,53.98,7.8,56.8,delivered,customer_not_home,83.03,check,fort-collins,suburban,residential,standard,delivered,2025-01-27 15:05:00,2025-01-27 15:05:00,0.0,0.0,344.0,Other,Other,Other,Other,Fort-Collins,Suburban,Other,residential,standard,wind,Other,Other,Other,delivered,customer_not_home,check,fort-collins,suburban,residential,standard,delivered,0.0,8977.5,285.466723960462,1.0641270562537064,1.873036249413933,1.873036249413933,2.377006161928446,1.597396398216374,0.6343325712746539,0.0,0.0,29.587119333407543,1.325800137536758,56.8,3530.02045,0.0,0.0,212.58404407865325
S-00257,R-125,D-014,V-027,Denver-West,Campus,call_on_arrival,business,standard,1,fog,2025/01/21 11:30:00,2025/01/21 11:30:00,129.0,2025-07-15 11:42:00,282.0,2.0,4.42,4.42,2.956,19.43,0.72,1.01,0.0,43.12,25.3,34.2,delivered,customer_not_home,73.05,check,denver-west,campus,business,standard,delivered,2025-01-21 11:30:00,2025-01-21 11:30:00,1.0,0.0,153.0,Other,Other,Other,Other,Denver-West,Campus,call_on_arrival,business,standard,fog,Other,Other,Other,delivered,customer_not_home,check,denver-west,campus,business,standard,delivered,1.0,8449.5,177.68797000181232,0.8890149625568643,1.3257251405181825,1.3257251405181825,2.312373871693566,1.9849970069195153,0.605641971758582,0.3762406871117051,0.0,24.609398334759582,1.654452629767456,34.2,2741.2012499999996,0.962295536748461,0.0,102.29022231863279
